id;Type of study;Gender;Age;Study Year;Finance;Housing;Sport;Age of first glass;Age drunk for the first time;have you ever drink alcool;Which kind of alcool do you drink most often;Frequency;When you drink, how many glasses;how often;when: family events;when:students party;when:bar-disco;when:home;when:sport or culture events;when:outside(beach, etc…);withwho:Alone;withwho:friends;withwho:family;why:fun pleasure;why:todo like everybody;why:for the effects;why:to get confidence;why:because i need it;due to alcool: Have you ever forgotten a part of your party;due to alcool: fallen, vomit, ethylic coma ;due to alcool: have non-protected sexual intercourse;due to alcool: being harrassed or stolen;due to alcool: have a car accident;after having drink: drive a car;due to alcool:been admitted to an ER;Do you agree: One cannot get drunk with cider;Do you agree: Drinking Champagne is safe;Do you agree: No danger in being drunk once a week;Do you agree: we have more fun without alcool;Study level;Frequency of being drunk;Frequency Alcool consumption;origin
651;Human sciences;Female;20;1;Average;Appartement en couple;No;15;16;Yes;Biere;2 a 4 fois par mois;1;2 a 4 fois par mois;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;No;Yes;No;No;Licence;15 days or +;4/month or -;Bretagne
652;Arts and communication;Male;23;3;Average;Appartement seul;No;17;18;Yes;Biere;2 a 3 fois par semaine;4;2 a 3 fois par semaine;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Licence;15 days or +;2/week or +;France hors Bretagne
653;Medical school;Female;21;3;Good;Colocation;No;16;16;Yes;Biere;2 a 4 fois par mois;2;1 fois par month or moins;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;Yes;Licence;once a month or -;4/month or -;Bretagne
654;Autre;Male;21;3;Good;Appartement seul;Yes;13;18;Yes;Biere;1 fois par month or moins;0;1 fois par month or moins;No;No;No;Yes;No;No;No;Yes;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;Yes;Licence;once a month or -;4/month or -;France hors Bretagne
655;Foreign languages;Female;21;2;Average;Cite Universitaire;No;11;11;Yes;Biere;2 a 4 fois par mois;2;1 fois par month or moins;No;Yes;No;Yes;No;No;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;Yes;Yes;No;No;No;Yes;Licence;once a month or -;4/month or -;France hors Bretagne
656;Foreign languages;Male;19;2;Good;Cite Universitaire;Yes;15;15;Yes;Biere;Au moins 4 fois par semaine;4;2 a 4 fois par mois;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;Licence;15 days or +;2/week or +;Bretagne
657;Human sciences;Female;20;3;Good;Appartement en couple;Yes;16;17;Yes;Biere;2 a 4 fois par mois;2;1 fois par month or moins;No;Yes;No;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;ne se proNoce pas;Licence;once a month or -;4/month or -;France hors Bretagne
658;Foreign languages;Male;23;3;Good;Colocation;No;15;16;Yes;Biere;2 a 4 fois par mois;3;1 fois par month or moins;No;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;No;No;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;Licence;once a month or -;4/month or -;France hors Bretagne
659;Arts and communication;;20;2;Average;Appartement en couple;No;15;15;Yes;Biere;1 fois par month or moins;0;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;Yes;Licence;once a month or -;4/month or -;Bretagne
660;Foreign languages;Male;24;2;Average;Appartement en couple;No;18;;No;;;;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;Licence;;;Bretagne
661;Human sciences;Female;24;5;Good;Domicile parental;No;14;17;Yes;Cocktail (vodka-orange, whisky coca, mojito);1 fois par month or moins;0;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;No;No;Yes;No;No;No;No;No;Master;once a month or -;4/month or -;France hors Bretagne
662;Human sciences;Female;18;1;Good;Chambre chez l_habitant;Yes;15;;Yes;Biere;2 a 4 fois par mois;1;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Licence;once a month or -;4/month or -;France hors Bretagne
663;Arts and communication;Female;19;2;Average;Colocation;No;12;15;Yes;Biere;2 a 4 fois par mois;10;2 a 4 fois par mois;No;Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;ne se proNoce pas;No;No;No;Licence;15 days or +;4/month or -;Bretagne
664;Foreign languages;Male;23;3;Good;Colocation;Yes;13;13;Yes;Vin;2 a 4 fois par mois;4;2 a 4 fois par mois;No;Yes;No;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;;No;ne se proNoce pas;Yes;ne se proNoce pas;Licence;15 days or +;4/month or -;Bretagne
665;Foreign languages;Female;21;3;Good;Appartement en couple;Yes;16;16;Yes;Biere;2 a 4 fois par mois;2;1 fois par month or moins;No;Yes;Yes;Yes;No;No;No;Yes;No;Yes;Yes;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;No;No;No;ne se proNoce pas;Licence;once a month or -;4/month or -;Bretagne
666;Human sciences;Female;24;1;Bad;Cite Universitaire;Yes;17;18;Yes;Vin;2 a 4 fois par mois;2;1 fois par month or moins;Yes;Yes;No;No;No;No;No;Yes;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Licence;once a month or -;4/month or -;Bretagne
667;Arts and communication;Male;18;1;Good;Appartement seul;Yes;15;16;Yes;Biere;2 a 3 fois par semaine;10;2 a 3 fois par semaine;No;Yes;No;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Licence;15 days or +;2/week or +;Bretagne
668;Human sciences;Female;19;1;Good;Colocation;No;15;16;Yes;Biere;2 a 3 fois par semaine;2;2 a 4 fois par mois;No;No;No;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;ne se proNoce pas;No;Licence;15 days or +;2/week or +;France hors Bretagne
669;Human sciences;Female;23;3;Average;Colocation;Yes;15;15;Yes;Vin;1 fois par month or moins;1;1 fois par month or moins;Yes;No;No;Yes;No;No;No;Yes;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Licence;once a month or -;4/month or -;France hors Bretagne
670;Human sciences;Male;27;5;Good;Appartement en couple;No;14;14;Yes;Vin;2 a 4 fois par mois;2;1 fois par month or moins;No;No;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;Yes;No;No;Yes;No;No;No;No;No;Master;once a month or -;4/month or -;France hors Bretagne
671;Pharmacy;Female;20;2;Good;Colocation;Yes;13;16;Yes;Alcool fort (vodka, pastis, whisky, liqueur);2 a 4 fois par mois;5;2 a 4 fois par mois;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;Licence;15 days or +;4/month or -;Bretagne
672;Medical school;Male;21;3;Good;Appartement seul;Yes;13;15;Yes;Biere;2 a 4 fois par mois;10;2 a 4 fois par mois;No;Yes;No;No;Yes;No;No;Yes;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;Licence;15 days or +;4/month or -;Bretagne
673;Arts and communication;Female;20;3;Average;Domicile parental;No;13;14;Yes;Biere;2 a 4 fois par mois;1;1 fois par month or moins;No;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;Licence;once a month or -;4/month or -;Bretagne
674;Human sciences;Female;23;5;Bad;Colocation;Yes;16;17;Yes;Vin;2 a 4 fois par mois;1;1 fois par month or moins;No;No;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;ne se proNoce pas;Master;once a month or -;4/month or -;Bretagne
675;Social Sciences;;27;5;Good;Appartement seul;Yes;19;20;No;;;;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;Master;;;France hors Bretagne
676;Foreign languages;;20;2;Good;Colocation;No;15;18;Yes;Biere;2 a 4 fois par mois;2;1 fois par month or moins;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Yes;Yes;Licence;once a month or -;4/month or -;France hors Bretagne
677;Medical school;Male;23;5;Good;Colocation;No;;;No;;;;;;;;;;;;;;;;;;;;;;;;;;No;No;No;Yes;Master;;;France hors Bretagne
678;Arts and communication;Female;19;1;Average;Appartement seul;No;15;15;Yes;Vin;2 a 4 fois par mois;2;2 a 4 fois par mois;No;Yes;Yes;No;Yes;No;No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Licence;15 days or +;4/month or -;Bretagne
679;Foreign languages;Female;18;1;Good;Domicile parental;No;16;18;Yes;Cocktail (vodka-orange, whisky coca, mojito);2 to 4 times per month;3;1 time per month or less;No;Yes;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;No;No;No;No;No;Yes;No;Yes;No;Licence;once a month or -;4/month or -;Brittany
680;Human sciences;Female;21;3;Good;Colocation;No;16;;Yes;Biere;1 fois par month or moins;0;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Licence;once a month or -;4/month or -;France hors Bretagne
681;Arts and communication;Male;20;2;Good;Appartement seul;No;10;14;Yes;Vin;Au moins 4 fois par semaine;20;2 a 3 fois par semaine;Yes;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Licence;15 days or +;2/week or +;France hors Bretagne
682;Social Sciences;Female;18;1;Good;Domicile parental;No;13;15;Yes;Biere;2 a 4 fois par mois;1;2 a 4 fois par mois;Yes;Yes;Yes;No;No;No;No;Yes;Yes;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;ne se proNoce pas;Licence;15 days or +;4/month or -;Bretagne
683;Arts and communication;Male;21;1;Good;Domicile parental;No;15;17;Yes;Biere;2 a 4 fois par mois;1;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;Yes;Licence;once a month or -;4/month or -;Bretagne
684;Odontology;Female;21;5;Good;Colocation;Yes;15;17;Yes;Vin;1 fois par month or moins;1;1 fois par month or moins;No;Yes;Yes;No;Yes;No;No;Yes;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;Yes;Master;once a month or -;4/month or -;France hors Bretagne
685;Arts and communication;Female;21;2;Average;Colocation;No;13;15;Yes;Vin;2 a 3 fois par semaine;10;2 a 4 fois par mois;No;Yes;Yes;No;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;No;No;No;No;Licence;15 days or +;2/week or +;Bretagne
686;Foreign languages;Male;27;2;Average;Colocation;Yes;7;17;Yes;Biere;1 fois par month or moins;1;1 fois par month or moins;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;;Yes;Yes;No;Yes;Licence;once a month or -;4/month or -;Etranger
687;Foreign languages;Female;21;3;Average;Colocation;No;15;15;Yes;Alcool fort (vodka, pastis, whisky, liqueur);2 a 3 fois par semaine;10;2 a 3 fois par semaine;Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;No;No;No;No;Yes;No;Yes;Yes;No;No;No;Yes;Yes;No;No;Licence;15 days or +;2/week or +;Etranger
688;Social Sciences;Male;20;2;Good;Appartement seul;No;14;16;Yes;Cocktail (vodka-orange, whisky coca, mojito);2 a 3 fois par semaine;4;2 a 4 fois par mois;No;Yes;No;Yes;No;No;No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Licence;15 days or +;2/week or +;Bretagne
689;Foreign languages;Male;23;5;Good;Domicile parental;Yes;15;17;Yes;Biere;2 a 4 fois par mois;2;1 fois par month or moins;No;No;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;Master;once a month or -;4/month or -;Bretagne
690;Autre;Female;19;;Average;Cite Universitaire;Yes;15;17;Yes;Alcool fort (vodka, pastis, whisky, liqueur);2 a 4 fois par mois;6;2 a 4 fois par mois;No;Yes;Yes;No;Yes;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;Yes;No;No;No;No;No;No;No;;15 days or +;4/month or -;Bretagne
691;Social Sciences;Male;20;3;Good;Colocation;Yes;13;13;Yes;Biere;2 a 4 fois par mois;6;2 a 4 fois par mois;No;No;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Licence;15 days or +;4/month or -;Bretagne
692;Social Sciences;Female;20;3;Good;Domicile parental;Yes;15;16;Yes;Cocktail (vodka-orange, whisky coca, mojito);1 fois par month or moins;2;1 fois par month or moins;No;No;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;ne se proNoce pas;Licence;once a month or -;4/month or -;Bretagne
693;Human sciences;Female;23;3;Good;Colocation;No;15;17;Yes;Biere;2 a 3 fois par semaine;25;2 a 3 fois par semaine;No;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No;Yes;No;No;No;No;No;No;No;Licence;15 days or +;2/week or +;France hors Bretagne
694;Medical school;Female;18;1;;Domicile parental;Yes;15;17;Yes;Alcool fort (vodka, pastis, whisky, liqueur);1 fois par month or moins;0;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;ne se proNoce pas;Yes;Licence;once a month or -;4/month or -;Bretagne
695;Human sciences;Female;22;2;Average;Appartement seul;No;14;15;Yes;Biere;2 a 4 fois par mois;1;2 a 4 fois par mois;No;Yes;No;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Licence;15 days or +;4/month or -;France hors Bretagne
696;Foreign languages;Female;19;1;Average;Colocation;No;14;18;Yes;Cocktail (vodka-orange, whisky coca, mojito);2 a 4 fois par mois;4;2 a 4 fois par mois;No;Yes;No;No;No;No;No;Yes;No;Yes;No;Yes;Yes;No;Yes;Yes;No;Yes;Yes;No;No;No;No;Yes;No;Licence;15 days or +;4/month or -;Bretagne
697;Medical school;Male;22;6;Good;Domicile parental;No;15;19;Yes;Vin;2 a 4 fois par mois;1;1 fois par month or moins;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;Doctorat;once a month or -;4/month or -;Bretagne
698;Social Sciences;Male;20;1;Average;Domicile parental;Yes;;;No;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;No;Yes;No;Licence;;;
699;Foreign languages;Female;21;1;Good;Appartement seul;Yes;16;17;Yes;Vin;2 a 4 fois par mois;0;2 a 4 fois par mois;Yes;Yes;Yes;No;No;No;No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;Yes;Licence;15 days or +;4/month or -;France hors Bretagne
700;Human sciences;Female;23;5;Good;Cite Universitaire;Yes;16;20;Yes;Alcool fort (vodka, pastis, whisky, liqueur);1 fois par month or moins;0;1 fois par month or moins;Yes;No;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;ne se proNoce pas;Master;once a month or -;4/month or -;France hors Bretagne
701;Foreign languages;Female;20;2;Good;Appartement seul;Yes;14;14;Yes;Wine;2 to 4 times per month;6;1 time per month or less;No;Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;;Licence;once a month or -;4/month or -;Brittany
702;Human sciences;Female;20;1;Good;Cite Universitaire;Yes;14;16;No;;;;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;Licence;;;Bretagne
703;Human sciences;Female;53;3;Average;Chambre chez l_habitant;No;18;50;Yes;Vin;2 a 3 fois par semaine;2;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;Licence;once a month or -;2/week or +;France hors Bretagne
704;Social Sciences;Female;20;3;Average;Appartement seul;No;13;14;Yes;Cocktail (vodka-orange, whisky coca, mojito);2 a 4 fois par mois;10;2 a 4 fois par mois;No;Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;Yes;No;No;Yes;No;No;No;No;No;Licence;15 days or +;4/month or -;Bretagne
705;Social Sciences;Female;32;3;Average;Cite Universitaire;No;14;18;Yes;Biere;2 a 4 fois par mois;2;2 a 4 fois par mois;No;No;Yes;Yes;No;No;No;Yes;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;Licence;15 days or +;4/month or -;Bretagne
706;Medical school;Female;20;2;Good;Colocation;No;;;Yes;Vin;1 fois par month or moins;0;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Licence;once a month or -;4/month or -;Bretagne
707;Foreign languages;Female;20;2;Good;Cite Universitaire;No;15;16;Yes;Vin;2 a 4 fois par mois;1;1 fois par month or moins;No;Yes;Yes;No;Yes;No;No;Yes;No;Yes;No;No;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;ne se proNoce pas;Licence;once a month or -;4/month or -;Bretagne
708;Foreign languages;Female;19;1;Good;Colocation;Yes;13;17;Yes;Cocktail (vodka-orange, whisky coca, mojito);2 a 4 fois par mois;4;2 a 4 fois par mois;No;Yes;No;No;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;Licence;15 days or +;4/month or -;Bretagne
709;Arts and communication;Female;25;1;Good;Domicile parental;Yes;;;No;;;;;;;;;;;;;;;;;;;;;;;;;;No;No;No;Yes;Licence;;;Bretagne
710;Pharmacy;Female;21;3;Average;Appartement seul;Yes;14;17;Yes;Biere;2 a 4 fois par mois;2;1 fois par month or moins;Yes;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;Yes;Licence;once a month or -;4/month or -;Bretagne
711;Medical school;Female;19;1;Good;Domicile parental;Yes;14;14;Yes;Vin;1 fois par month or moins;0;1 fois par month or moins;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;No;No;No;No;No;No;No;No;No;No;;No;No;No;No;Licence;once a month or -;4/month or -;Bretagne
712;Autre;Male;19;1;Average;Colocation;No;14;14;Yes;Alcool fort (vodka, pastis, whisky, liqueur);2 a 3 fois par semaine;10;2 a 4 fois par mois;No;Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;No;Yes;No;No;No;No;No;No;Yes;No;No;No;Licence;15 days or +;2/week or +;Bretagne
713;Human sciences;Female;24;4;Bad;Appartement en couple;Yes;13;14;Yes;Vin;2 a 4 fois par mois;0;2 a 4 fois par mois;Yes;No;Yes;Yes;Yes;No;No;Yes;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;Yes;No;No;Yes;Master;15 days or +;4/month or -;France hors Bretagne
714;Arts and communication;Female;23;4;Good;Domicile parental;Yes;14;14;Yes;Cocktail (vodka-orange, whisky coca, mojito);2 a 3 fois par semaine;2;1 fois par month or moins;No;No;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;Yes;Yes;No;No;No;No;No;Yes;No;No;No;Master;once a month or -;2/week or +;France hors Bretagne
715;Arts and communication;Male;20;2;Good;Cite Universitaire;No;15;15;Yes;Biere;Au moins 4 fois par semaine;15;2 a 3 fois par semaine;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;No;No;Yes;No;No;No;No;No;No;No;No;Yes;No;Licence;15 days or +;2/week or +;France hors Bretagne
716;Medical school;Male;24;6;Good;Cite Universitaire;Yes;14;17;Yes;Biere;1 fois par month or moins;0;1 fois par month or moins;No;Yes;Yes;No;Yes;No;No;Yes;No;Yes;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Doctorat;once a month or -;4/month or -;Bretagne
717;Foreign languages;Female;20;2;Good;Domicile parental;Yes;17;19;Yes;Beer;2 to 4 times per month;10;2 to 4 times per month;Yes;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;Yes;No;;No;No;;Licence;15 days or +;4/month or -;Brittany
718;Arts and communication;Female;26;3;Bad;Domicile parental;No;11;11;Yes;Vin;1 fois par month or moins;1;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;ne se proNoce pas;Licence;once a month or -;4/month or -;France hors Bretagne
719;Social Sciences;Male;19;2;Good;Chambre chez l_habitant;No;16;;Yes;Cidre;2 a 4 fois par mois;1;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;Licence;once a month or -;4/month or -;Bretagne
720;Arts and communication;Male;21;1;Good;Appartement seul;No;15;16;Yes;Vin;2 a 4 fois par mois;4;2 a 4 fois par mois;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes;Yes;No;No;No;No;Yes;Yes;No;Yes;No;No;No;No;No;No;ne se proNoce pas;Licence;15 days or +;4/month or -;France hors Bretagne
721;Foreign languages;Female;19;2;Good;Appartement en couple;Yes;14;16;Yes;Wine;2 to 4 times per month;2;1 time per month or less;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;Licence;once a month or -;4/month or -;Brittany
722;Arts and communication;Female;19;2;Average;Appartement seul;No;15;15;Yes;Vin;2 a 4 fois par mois;2;2 a 4 fois par mois;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Licence;15 days or +;4/month or -;France hors Bretagne
723;Social Sciences;Male;29;12;Average;Appartement seul;No;26;;Yes;Biere;1 fois par month or moins;0;Jamais;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;Yes;Doctorat;once a month or -;4/month or -;Etranger
724;Arts and communication;Male;20;2;Average;Colocation;No;10;14;Yes;Biere;2 a 3 fois par semaine;4;2 a 4 fois par mois;No;No;Yes;No;Yes;No;No;Yes;No;Yes;No;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;No;Licence;15 days or +;2/week or +;Bretagne
725;Foreign languages;Female;23;3;Good;Cite Universitaire;Yes;11;17;Yes;Cocktail (vodka-orange, whisky coca, mojito);2 a 4 fois par mois;3;1 fois par month or moins;Yes;Yes;Yes;No;No;No;No;Yes;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Licence;once a month or -;4/month or -;Etranger
726;Human sciences;Female;18;1;Good;Domicile parental;Yes;15;16;Yes;Cocktail (vodka-orange, whisky coca, mojito);1 fois par month or moins;0;1 fois par month or moins;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;Yes;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Licence;once a month or -;4/month or -;Bretagne
727;Medical school;Male;24;6;Good;Appartement seul;Yes;10;16;Yes;Vin;1 fois par month or moins;0;1 fois par month or moins;No;Yes;Yes;No;No;No;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;No;No;No;No;No;Doctorat;once a month or -;4/month or -;Bretagne
728;Foreign languages;Female;18;1;Good;Domicile parental;Yes;13;14;Yes;Vin;2 a 3 fois par semaine;3;2 a 4 fois par mois;No;Yes;Yes;No;Yes;No;No;Yes;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;ne se proNoce pas;Licence;15 days or +;2/week or +;Bretagne
729;Medical school;Female;18;1;Good;Domicile parental;Yes;15;;Yes;Cidre;1 fois par month or moins;0;1 fois par month or moins;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Licence;once a month or -;4/month or -;Bretagne
730;Arts and communication;Female;21;4;Average;Appartement en couple;Yes;15;17;Yes;Biere;1 fois par month or moins;1;1 fois par month or moins;No;Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Master;once a month or -;4/month or -;France hors Bretagne
731;Medical school;Female;24;1;Bad;Appartement en couple;Yes;16;19;Yes;;2 a 4 fois par mois;1;1 fois par month or moins;No;No;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Licence;once a month or -;4/month or -;Etranger
732;Arts and communication;Male;19;2;Average;Colocation;No;14;17;Yes;Biere;2 a 4 fois par mois;10;2 a 4 fois par mois;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;Yes;Licence;15 days or +;4/month or -;Bretagne
733;Foreign languages;Female;20;1;Good;Domicile parental;Yes;17;;Yes;Vin;2 a 4 fois par mois;2;1 fois par month or moins;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;Yes;Yes;No;Yes;Yes;No;No;No;No;Yes;Yes;Licence;once a month or -;4/month or -;Bretagne
734;Autre;Male;26;6;Good;Appartement seul;No;12;13;Yes;Biere;2 a 3 fois par semaine;10;2 a 4 fois par mois;Yes;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;Yes;No;No;Yes;No;No;No;No;No;No;No;Doctorat;15 days or +;2/week or +;France hors Bretagne
735;Arts and communication;Male;21;2;Good;Appartement seul;Yes;15;15;Yes;Biere;2 a 4 fois par mois;2;1 fois par month or moins;No;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;Licence;once a month or -;4/month or -;Bretagne
736;Arts and communication;Female;22;3;Bad;Appartement en couple;No;15;15;Yes;Cocktail (vodka-orange, whisky coca, mojito);2 a 4 fois par mois;3;1 fois par month or moins;No;No;Yes;Yes;Yes;No;No;Yes;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;Licence;once a month or -;4/month or -;Bretagne
737;Arts and communication;Female;18;2;Average;Domicile parental;No;16;16;Yes;Vin;2 a 4 fois par mois;2;2 a 4 fois par mois;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;No;Licence;15 days or +;4/month or -;France hors Bretagne
738;Foreign languages;Female;22;3;Good;Appartement en couple;No;16;;Yes;Biere;2 a 4 fois par mois;2;2 a 4 fois par mois;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Licence;15 days or +;4/month or -;Bretagne
739;Medical school;Male;18;1;Good;Domicile parental;No;15;15;Yes;Biere;2 a 4 fois par mois;3;1 fois par month or moins;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;Licence;once a month or -;4/month or -;Bretagne
